trajectory_id,split
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__11,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__12,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__13,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__14,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__15,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__16,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__17,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__18,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__19,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__2,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__20,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__21,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__22,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__23,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__24,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__25,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__26,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__27,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__28,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__29,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__3,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__30,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__31,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__32,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__33,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__34,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__35,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__36,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__37,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__38,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__39,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__4,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__40,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__41,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__42,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__43,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__44,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__45,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__46,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__47,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__5,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__6,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__7,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__8,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-07__9,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-58__0,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-58__1,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-58__10,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-58__11,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-58__12,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-58__13,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-58__14,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-58__15,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-58__16,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-58__17,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-58__18,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-58__19,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-58__2,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-58__20,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-58__21,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-58__22,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-58__23,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-58__24,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-58__25,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-58__26,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-58__27,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-58__28,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-58__29,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-58__3,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-58__30,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-58__31,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-58__32,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-58__33,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-58__34,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-58__35,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-58__36,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/base_llms/erdos-renyi/wR_L/false_0/2026-01-09_18-11-58__37,train
