trajectory_id,split
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_17-43-30__44,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_17-43-30__45,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_17-43-30__46,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_17-43-30__47,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_17-43-30__5,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_17-43-30__6,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_17-43-30__7,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_17-43-30__8,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_17-43-30__9,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__0,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__1,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__10,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__11,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__12,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__13,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__14,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__15,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__16,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__17,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__18,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__19,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__2,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__20,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__21,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__22,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__23,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__24,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__25,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__26,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__27,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__28,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__29,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__3,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__30,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__31,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__32,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__33,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__34,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__35,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__36,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__37,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__38,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__39,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__4,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__40,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__41,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__42,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__43,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__44,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__45,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__46,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__47,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__5,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__6,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__7,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__8,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-14_18-33-27__9,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__0,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__1,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__10,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__11,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__12,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__13,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__14,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__15,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__16,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__17,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__18,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__19,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__2,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__20,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__21,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__22,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__23,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__24,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__25,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__26,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__27,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__28,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__29,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__3,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__30,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__31,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__32,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__33,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__34,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__35,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__36,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__37,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__38,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__39,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__4,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__40,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__41,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__42,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__43,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__44,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__45,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__46,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__47,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__5,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__6,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__7,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__8,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_00-49-17__9,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_01-26-38__0,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_01-26-38__1,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_01-26-38__10,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_01-26-38__11,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_01-26-38__12,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_01-26-38__13,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_01-26-38__14,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_01-26-38__15,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_01-26-38__16,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_01-26-38__17,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_01-26-38__18,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_01-26-38__19,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_01-26-38__2,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_01-26-38__20,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_01-26-38__21,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_01-26-38__22,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_01-26-38__23,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_01-26-38__24,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_01-26-38__25,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_01-26-38__26,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_01-26-38__27,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_01-26-38__28,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_01-26-38__29,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_01-26-38__3,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_01-26-38__30,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_01-26-38__31,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_01-26-38__32,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_01-26-38__33,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_01-26-38__34,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_01-26-38__35,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_01-26-38__36,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_0/2026-01-15_01-26-38__37,train
